0.000000 0.019441 
0.075377 -0.154950 
0.150754 0.236566 
0.226131 0.111356 
0.301508 0.089069 
0.376884 0.110012 
0.452261 0.205526 
0.527638 0.473622 
0.603015 0.352550 
0.678392 0.441088 
0.753769 0.677980 
0.829146 0.516125 
0.904523 0.626685 
0.979899 0.497592 
1.055276 0.687500 
1.130653 0.697308 
1.206030 0.656981 
1.281407 0.768049 
1.356784 0.857211 
1.432161 0.977044 
1.507538 0.886156 
1.582915 0.747791 
1.658291 0.789360 
1.733668 0.626370 
1.809045 0.964874 
1.884422 0.813114 
1.959799 0.999002 
2.035176 1.195514 
2.110553 0.874286 
2.185930 0.911261 
2.261307 1.009819 
2.336683 1.154452 
2.412060 1.336932 
2.487437 1.149675 
2.562814 0.892826 
2.638191 1.121035 
2.713568 1.109617 
2.788945 0.961907 
2.864322 0.992758 
2.939698 0.860172 
3.015075 1.003058 
3.090452 0.869884 
3.165829 0.844278 
3.241206 0.715436 
3.316583 0.790667 
3.391960 0.870613 
3.467337 0.751343 
3.542714 0.810477 
3.618090 0.941946 
3.693467 0.569490 
3.768844 0.848679 
3.844221 0.704245 
3.919598 0.557256 
3.994975 0.642683 
4.070352 0.408492 
4.145729 0.556391 
4.221106 0.236008 
4.296482 0.258172 
4.371859 0.417599 
4.447236 0.429196 
4.522613 0.233784 
4.597990 0.363045 
4.673367 0.215932 
4.748744 -0.108185 
4.824121 0.120626 
4.899497 0.020402 
4.974874 0.224783 
5.050251 -0.060761 
5.125628 -0.080055 
5.201005 -0.223392 
5.276382 -0.051415 
5.351759 -0.288152 
5.427136 -0.292934 
5.502513 -0.350191 
5.577889 -0.533123 
5.653266 -0.662736 
5.728643 -0.351046 
5.804020 -0.684733 
5.879397 -0.530183 
5.954774 -0.597471 
6.030151 -0.467608 
6.105528 -0.552413 
6.180905 -0.707839 
6.256281 -0.585838 
6.331658 -0.643479 
6.407035 -1.003367 
6.482412 -0.903304 
6.557789 -0.949166 
6.633166 -0.832534 
6.708543 -1.122074 
6.783920 -1.061345 
6.859296 -0.745302 
6.934673 -0.981986 
7.010050 -0.888131 
7.085427 -0.957020 
7.160804 -1.161074 
7.236181 -1.135047 
7.311558 -0.935641 
7.386935 -1.108180 
7.462312 -0.963243 
7.537688 -0.868251 
7.613065 -0.969915 
7.688442 -1.027164 
7.763819 -0.704454 
7.839196 -1.109873 
7.914573 -0.946660 
7.989950 -0.939769 
8.065327 -0.900025 
8.140704 -0.970275 
8.216080 -0.941745 
8.291457 -0.607865 
8.366834 -0.731505 
8.442211 -0.745844 
8.517588 -0.600852 
8.592965 -0.737711 
8.668342 -0.675343 
8.743719 -0.411793 
8.819095 -0.970743 
8.894472 -0.606759 
8.969849 -0.585680 
9.045226 -0.703221 
9.120603 -0.593539 
9.195980 -0.492863 
9.271357 -0.443608 
9.346734 -0.519671 
9.422111 -0.250969 
9.497487 -0.477700 
9.572864 -0.180854 
9.648241 -0.350328 
9.723618 -0.522696 
9.798995 -0.017397 
9.874372 -0.120173 
9.949749 -0.101078 
10.025126 0.119679 
10.100503 0.292726 
10.175879 0.371084 
10.251256 0.132810 
10.326633 0.012684 
10.402010 0.120812 
10.477387 0.295707 
10.552764 0.523724 
10.628141 0.505707 
10.703518 0.550918 
10.778894 0.361135 
10.854271 0.552251 
10.929648 0.435288 
11.005025 0.642986 
11.080402 0.485285 
11.155779 0.974068 
11.231156 0.658619 
11.306533 0.914773 
11.381910 0.723848 
11.457286 1.049108 
11.532663 0.768742 
11.608040 0.785483 
11.683417 0.943960 
11.758794 0.806873 
11.834171 0.956129 
11.909548 0.909987 
11.984925 1.153719 
12.060302 0.870013 
12.135678 0.897410 
12.211055 0.913316 
12.286432 0.963425 
12.361809 0.678175 
12.437186 0.988280 
12.512563 1.159270 
12.587940 1.095509 
12.663317 1.265671 
12.738693 0.966145 
12.814070 0.936085 
12.889447 1.012464 
12.964824 1.142608 
13.040201 1.053925 
13.115578 1.011619 
13.190955 0.915697 
13.266332 0.844661 
13.341709 0.883977 
13.417085 0.752495 
13.492462 0.686171 
13.567839 0.723337 
13.643216 0.754053 
13.718593 0.763627 
13.793970 0.894622 
13.869347 0.623446 
13.944724 0.635613 
14.020101 0.531115 
14.095477 0.646753 
14.170854 0.279455 
14.246231 0.463120 
14.321608 0.514525 
14.396985 0.337502 
14.472362 0.348773 
14.547739 0.455124 
14.623116 0.187950 
14.698492 0.003404 
14.773869 0.408847 
14.849246 0.095375 
14.924623 0.047779 
15.000000 -0.154167 
